Câu hỏi,Câu trả lời,Căn cứ,Ngày ban hành,Ngày cập nhật,Đường dẫn căn cứ,Đường dẫn các file cập nhật
Nếu không đăng ký học phần hoặc hủy đăng ký học phần thì có cần đóng học phí không?,"Điều 4. Tín chỉ học tập - Tín chỉ học phí
3. Nguyên tắc xác định học phí
Sinh viên phải đóng HPHK tương ứng với số học kỳ theo thiết kế chương trình đào tạo. HPHK được áp dụng theo quy định học phí hiện hành của từng năm học tương ứng trong CTĐT. Lưu ý một số trường hợp đặc biệt sau đây (n là số học kỳ theo thiết kế CTĐT ):
+ Nếu sinh viên không đăng ký học phần (ĐKHP) hoặc bị hủy ĐKHP (ĐKHP nhưng
không đóng HPHK hoặc ĐKHP nhưng đóng HPHK trễ hạn) thì sinh viên không phải
đóng HPHK của học kỳ đó, tuy nhiên sinh viên phải đóng HPHK tới hết học kỳ n + i (trong đó i là số học kỳ sinh viên không ĐKHP hoặc bị hủy ĐKHP). Đồng thời, sinh viên bị XLHV theo quy định tại Điều 16 của Quy chế này.
(Ví dụ : CTĐT có thời gian thiết kế là 7 học kỳ, sinh viên không ĐKHP hoặc bị hủy ĐKHP 01 học kỳ thì thời gian sinh viên phải đóng HPHK tới hết học kỳ 8).","KHOẢN 3, ĐIỀU 4, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Một học kỳ hè kéo dài bao lâu?,"Điều 5. Học kỳ, năm học
1. Học kỳ là thời gian để sinh viên hoàn thành một số học phần của chương trình đào tạo. Một học kỳ chính có 15 tuần thực học và 2 đến 3 tuần dành cho đánh giá hoạt động đào tạo (thi cuối kỳ, thi giữa kỳ, kiểm tra,…). Một học kỳ hè có tối thiểu 5 tuần thực học và 1 tuần thi. Căn cứ vào tình hình thực tế mỗi năm, kế hoạch giảng dạy của học kỳ có thể được điều chỉnh theo quyết định của Hiệu trưởng.","KHOẢN 1, ĐIỀU 5, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Một học kỳ chính kéo dài bao lâu,"Điều 5. Học kỳ, năm học
1. Học kỳ là thời gian để sinh viên hoàn thành một số học phần của chương trình đào tạo. Một học kỳ chính có 15 tuần thực học và 2 đến 3 tuần dành cho đánh giá hoạt động đào tạo (thi cuối kỳ, thi giữa kỳ, kiểm tra,…). Một học kỳ hè có tối thiểu 5 tuần thực học và 1 tuần thi. Căn cứ vào tình hình thực tế mỗi năm, kế hoạch giảng dạy của học kỳ có thể được điều chỉnh theo quyết định của Hiệu trưởng.","KHOẢN 1, ĐIỀU 5, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Một năm học có bao nhiêu học kỳ?,"Điều 5. Học kỳ, năm học
2. Một năm học có 2 học kỳ chính. Tùy theo điều kiện, Trường có thể tổ chức thêm học kỳ hè. Việc đăng ký học phần học kỳ hè được quy định tại Điều 14 của quy chế này. Kế hoạch học tập của mỗi học kỳ và năm học bao gồm thời gian biểu tiến hành các hoạt động giảng dạy, học tập và đánh giá hoạt động đào tạo. Kế hoạch học tập được công bố rộng rãi trên trang thông tin điện tử của Trường.","KHOẢN 2, ĐIỀU 5, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Thời gian đào tạo của chương trình đại học?,"Điều 6. Khoá học
1. Khóa học là thời gian thiết kế để sinh viên hoàn thành chương trình giáo dục của một ngành chuyên môn ở trình độ đại học.
a) Đào tạo trình độ đại học được thực hiện từ 3 đến 5 năm đối với văn bằng 1; từ 2 năm đến 3 năm học đối với văn bằng 2; từ 1,5 năm đến 2,5 năm học đối với liên thông.
b) Thời gian đào tạo văn bằng 1, liên thông, văn bằng 2 được xác định trên cơ sở học phần và khối lượng tích lũy quy định cho từng chương trình;","KHOẢN 1, ĐIỀU 6, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Khối kiến thức giáo dục đại cương bao gồm các môn nào?,"Điều 7. Chương trình đào tạo
2. Chương trình đào tạo bao gồm hai khối kiến thức:
a) Khối kiến thức giáo dục đại cương bao gồm các học phần thuộc các lĩnh vực: Lý luận chính trị, Khoa học xã hội và nhân văn, Khoa học tự nhiên, Toán, Ngoại ngữ, Giáo dục quốc phòng-An ninh, Giáo dục thể chất và Kỹ năng mềm, được thiết kế nhằm trang bị cho sinh viên nền học vấn rộng để tiếp thu tốt kiến thức chuyên môn, tạo nền tảng cho người học dễ dàng thích nghi với môi trường làm việc, tự cập nhật kiến thức trước tình hình phát triển nhanh của khoa học và công nghệ. Khối kiến thức này được tổ chức đào tạo chủ yếu trong 4 học kỳ đầu.","KHOẢN 2, ĐIỀU 7, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Khối kiến thức giáo dục chuyên nghiệp bao gồm các môn nào?,"Điều 7. Chương trình đào tạo
2. Chương trình đào tạo bao gồm hai khối kiến thức:
b) Khối kiến thức giáo dục chuyên nghiệp gồm các học phần cơ sở ngành và các học phần chuyên ngành nhằm cung cấp cho người học những kiến thức và kỹ năng nghề nghiệp cần thiết. Khối kiến thức giáo dục chuyên nghiệp được quy định cụ thể trong từng chương trình đào tạo. Những môn học cơ sở ngành chung của nhiều ngành khác nhau gọi là môn học cơ sở nhóm ngành.","KHOẢN 2, ĐIỀU 7, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Thí sinh có thể bảo lưu kết quả trúng tuyển bao lâu?,"Điều 11. Bảo lưu kết quả trúng tuyển
Sau khi được xét trúng tuyển vào Trường, do một số hoàn cảnh đặc biệt như được điều động vào các lực lượng vũ trang, thai sản, bệnh tật, tai nạn, hoàn cảnh khó khăn xảy ra đột xuất, thí sinh trúng tuyển có thể xin bảo lưu kết quả. Thí sinh trúng tuyển phải nộp đơn xin bảo lưu chậm nhất 15 ngày kể từ ngày gọi nhập học cho P. ĐTĐH của Trường và chỉ được bảo lưu khi có quyết định chấp thuận của Hiệu trưởng.
Thời gian bảo lưu kết quả trúng tuyển không quá 01 năm. Đối với trường hợp được điều động vào các lực lượng vũ trang thì thời gian bảo lưu kết quả trúng tuyển bằng với thời gian được điều động. Muốn nhập học lại, thí sinh phải làm đơn xin nhập học và nộp P.ĐTĐH của Trường trước khi bắt đầu học kỳ ít nhất 1 tháng để được giải quyết.
","ĐIỀU 11, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Số lượng sinh viên tối thiểu để mở lớp là?,"Điều 12. Tổ chức lớp
1. Lớp học phần: Những sinh viên theo học cùng một học phần trong cùng một khoảng thời gian và cùng một giảng viên tạo thành một lớp học phần. Mỗi lớp học phần được ký hiệu bằng một mã số riêng do Trường quy định. Lớp học phần sẽ được mở nếu số lượng sinh
viên đăng ký:
- Tối thiểu là 70 sinh viên đối với các môn học đại cương và các môn học cơ sở ngành học chung toàn Trường.
- Các môn học chuyên ngành bắt buộc và chuyên đề tốt nghiệp tối thiểu là 20 sinh viên.
- Các môn học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy
được mở với số lượng tối thiểu là 20 sinh viên.
- Các học phần như Thực tập doanh nghiệp, Khóa luận tốt nghiệp, môn học đồ án
được mở không hạn chế số lượng.
- Các môn học còn lại tối thiểu là 30 sinh viên. Trong trường hợp đặc biệt, theo đề nghị của sinh viên, khoa/bộ môn quản lý ngành đào tạo thì P.ĐTĐH có thể mở lớp và thực hiện theo quy định Trường.
","KHOẢN 1, ĐIỀU 11, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,29/12/2023,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FupdatedQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446198647-1393-qd-dhcntt_29-12-2023_cap_nhat_quy_che_dao_tao_theo_hoc_che_tin_chi_cho_he_dai_hoc_chinh_quy.pdf?alt=media
Sinh viên được đăng kí tối đa bao nhiêu tín chỉ?,"Điều 14. Đăng ký học tập
1. Số tín chỉ tối thiểu, tối đa
Số tín chỉ tối thiểu, tối đa được tính bao gồm số các tín chỉ đăng ký tại Trường hoặc CSĐT khác.
a) Trong học kỳ chính:
- Số tín chỉ đăng ký học n trong mỗi học kỳ chính (bao gồm học lại, cải thiện và học mới) thỏa điều kiện 14 ≤ n ≤ 24. Sinh viên có ĐTBC ≥ 8,0 đến thời điểm đăng ký, được phép đăng ký tối đa 30 tín chỉ.
- Đối với những sinh viên còn phải học ít hơn 14 tín chỉ theo chương trình đào tạo của ngành, khóa học tương ứng thì không áp dụng quy định số tín chỉ tối thiểu.
- Sinh viên không ĐKHP hoặc bị hủy ĐKHP thì xem như số tín chỉ học trong học kỳ đó bằng 0.
b) Trong học kỳ hè:
- Tổng số tín chỉ đăng ký không được vượt quá 12 tín chỉ.
- Sinh viên được đăng ký học mới, học lại và cải thiện điểm nếu có nhu cầu. Trường thực hiện mở các lớp đủ sĩ số theo quy định, không mở lớp sĩ 
- Việc đăng ký các học phần mới (ngoại trừ Thực tập doanh nghiệp và các môn ngoại ngữ) trong học kỳ hè (học vượt) chỉ dành cho các sinh viên có ĐTBC ≥ 7,0 đến thời điểm đăng ký.
Trong trường hợp đặc biệt sinh viên muốn đăng ký vượt quá số tín chỉ tối đa hoặc ít hơn số tín chỉ tối thiểu phải được sự đồng ý của Hiệu trưởng.","KHOẢN 1, ĐIỀU 14, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,29/12/2023,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FupdatedQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446198647-1393-qd-dhcntt_29-12-2023_cap_nhat_quy_che_dao_tao_theo_hoc_che_tin_chi_cho_he_dai_hoc_chinh_quy.pdf?alt=media
Sinh viên được đăng kí tối đa bao nhiêu tín chỉ trong học kỳ hè?,"Điều 14. Đăng ký học tập
1. Số tín chỉ tối thiểu, tối đa
Số tín chỉ tối thiểu, tối đa được tính bao gồm số các tín chỉ đăng ký tại Trường hoặc CSĐT khác.
b) Trong học kỳ hè:
- Tổng số tín chỉ đăng ký không được vượt quá 12 tín chỉ.
- Sinh viên được đăng ký học mới, học lại và cải thiện điểm nếu có nhu cầu. Trường thực hiện mở các lớp đủ sĩ số theo quy định, không mở lớp sĩ 
- Việc đăng ký các học phần mới (ngoại trừ Thực tập doanh nghiệp và các môn ngoại ngữ) trong học kỳ hè (học vượt) chỉ dành cho các sinh viên có ĐTBC ≥ 7,0 đến thời điểm đăng ký.
Trong trường hợp đặc biệt sinh viên muốn đăng ký vượt quá số tín chỉ tối đa hoặc ít hơn số tín chỉ tối thiểu phải được sự đồng ý của Hiệu trưởng.","KHOẢN 1, ĐIỀU 14, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,29/12/2023,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FupdatedQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446198647-1393-qd-dhcntt_29-12-2023_cap_nhat_quy_che_dao_tao_theo_hoc_che_tin_chi_cho_he_dai_hoc_chinh_quy.pdf?alt=media
Sinh viên được đăng kí tối đa bao nhiêu tín chỉ trong học kỳ chính?,"Điều 14. Đăng ký học tập
1. Số tín chỉ tối thiểu, tối đa
Số tín chỉ tối thiểu, tối đa được tính bao gồm số các tín chỉ đăng ký tại Trường hoặc CSĐT khác.
a) Trong học kỳ chính:
- Số tín chỉ đăng ký học n trong mỗi học kỳ chính (bao gồm học lại, cải thiện và học mới) thỏa điều kiện 14 ≤ n ≤ 24. Sinh viên có ĐTBC ≥ 8,0 đến thời điểm đăng ký, được phép đăng ký tối đa 30 tín chỉ.
- Đối với những sinh viên còn phải học ít hơn 14 tín chỉ theo chương trình đào tạo của ngành, khóa học tương ứng thì không áp dụng quy định số tín chỉ tối thiểu.
- Sinh viên không ĐKHP hoặc bị hủy ĐKHP thì xem như số tín chỉ học trong học kỳ đó bằng 0.","KHOẢN 1, ĐIỀU 14, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Sinh viên có bắt buộc phải đăng ký học lại không?,"Điều 14. Đăng ký học tập
2. Học lại: Sinh viên phải đăng ký học lại các học phần bắt buộc có điểm học phần dưới 5,0 ở các học kỳ trước. Đối với các học phần tự chọn, nếu điểm dưới 5,0 sinh viên được phép đăng ký học lại học phần đó hoặc chọn học phần khác thay thế trong số các học phần tự chọn quy định cho mỗi ngành đào tạo.
Khi nộp hồ sơ xét tốt nghiệp, sinh viên có thể làm đơn xin hủy học phần tự chọn đã học (sinh viên không được hủy kết quả học tập trong lúc đang học).","KHOẢN 2, ĐIỀU 14, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
Điểm của lần học cải thiện được tính như thế nào?,"Điều 14. Đăng ký học tập
3. Học cải thiện điểm
Đối với học phần có kết quả đạt, sinh viên muốn phấn đấu đạt kết quả cao hơn (cải thiện điểm) phải đăng ký học lại học phần đó theo quy định sau:
- Kết quả cao nhất trong các lần học được chọn để tính vào ĐTBC, ĐTBCTL. Điểm
của tất cả các lần học được lưu đầy đủ trong kết quả học tập của sinh viên.
- Tổng số tín chỉ đăng ký học cải thiện ở học kỳ nào thì được tính vào tổng số tín chỉ đăng ký học ở học kỳ đó theo quy định tại Khoản 1 Điều 14 của Quy chế này.","KHOẢN 3, ĐIỀU 14, QUY CHẾ ĐÀO TẠO THEO HỌC CHẾ TÍN CHỈ CHO HỆ ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",28/09/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20THEO%20H%E1%BB%8CC%20CH%E1%BA%BE%20T%C3%8DN%20CH%E1%BB%88%20CHO%20H%E1%BB%86%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736446197667-790-qd-dhcntt_28-9-22_quy_che_dao_tao.pdf?alt=media,Không có
